D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_39_945.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_39_945.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_39_945.jpg,0,0,0,0.451284
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_017.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_017.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_017.jpg,0,0,0,0.4476472
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_090.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_090.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_090.jpg,0,0,0,0.4449386
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_160.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_160.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_160.jpg,0,0,0,0.4413579
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_231.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_231.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_231.jpg,0,0,0,0.4386925
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_302.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_302.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_302.jpg,0,0,0,0.4351637
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_373.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_373.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_373.jpg,0,0,0,0.4325357
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_444.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_444.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_444.jpg,0,0,0,0.4290565
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_513.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_513.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_513.jpg,0,0,0,0.4264652
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_583.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_583.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_583.jpg,0,0,0,0.4230346
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_650.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_650.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_650.jpg,0,0,0,0.4204798
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_719.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_719.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_719.jpg,0,0.2306594,0,0.550319
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_788.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_788.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_788.jpg,-0.05,0.4140213,0,0.8226987
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_857.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_857.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_857.jpg,-0.25,0.6452745,0,1.304103
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_925.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_925.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_925.jpg,-0.4,0.8270001,0,1.872302
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_40_993.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_40_993.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_40_993.jpg,-0.5500001,1,0,2.539803
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_41_068.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_41_068.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_41_068.jpg,-0.7500002,1,0,3.44715
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_41_135.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_41_135.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_41_135.jpg,-0.9500002,1,0,4.330843
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_41_203.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_41_203.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_41_203.jpg,0,1,0,4.926853
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_41_271.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_41_271.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_41_271.jpg,0,1,0,5.597944
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_41_339.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_41_339.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_41_339.jpg,0,1,0,6.517751
D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\center_2019_02_18_14_33_41_406.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\left_2019_02_18_14_33_41_406.jpg,D:\User-Majid\University_Courses\M.Sc\Courses\AI\IMG\right_2019_02_18_14_33_41_406.jpg,-0.05,1,0,7.203477
